"Branch","Executive Name","Visted Date","Customer Group","Potential Qnty","Mode Of Contact","Item Group","Notes/Remarks","Creation Date","Date of Update"
"Chennai","CHANDRASEKARAN.A","2015-05-20 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Met Mr.Ravi regarding order followup customer will send enquiry us","2015-05-20",""
"Chennai","CHANDRASEKARAN.A","2015-05-20 00:00:00","KELVIN BIO ORGANICS PRIVATE LTD","0","Visit","ACRYLIC ACID","Met Mrs.Selvi regrading order followup customer need Acrylic Acid","2015-05-20",""
"Chennai","CHANDRASEKARAN.A","2015-05-21 00:00:00","LOTTE INDIA PVT LTD","0","Visit","GLYCERINE","Visit with Mr.Sai Priyan Met Mr.Srinivas rao regarding new customer followup sample Submitted","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-21 00:00:00","APEX LABORATORIES LIMITED","0","Visit","MPG (USP)","Visit with Mr.Sai Priyan Met Mr.sridhar regarding payemnt followup collected 067lacks","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-21 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Visit with Mr.Sai Priyan Met Mr.sriram regrading order followup customer will release next week","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-21 00:00:00","SAI MIRRA INNOPHARM PVT. LTD","0","Visit","ISO PROPYL ALCOHOL","Visit with Mr.Sai Priyan Met Mr.pandiayn regarding new customer followup customer using IPA-5mt,Acetone 3mt & Glycerene 3mt","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-21 00:00:00","STEDMAN PHARMACEUTICALS PVT. LTD.,","0","Visit","ISO PROPYL ALCOHOL","Visit with Mr.Sai Priyan Went for ordeer followup mr.Durairaj not avilable","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-22 00:00:00","AMRUTANJAN PHARMAESSENSE PVT LTD","0","Visit","EXXSOL HEXANE","Went for order followup customer will sent mail enquiry","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-22 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","TOLUENE","Went for order followup customer will sent mail enquiry","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-22 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","ACETONE","Went for order followup customer will sent mail enquiry","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-22 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","METHYLENE CHLORIDE","Went for payemnt followup customer has done by RTGS","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-22 00:00:00","CASSEL RESEARCH LABORATORIES PVT LTD- UNIT II","0","Visit","ISO PROPYL ALCOHOL","Went order followup customer will conform","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-22 00:00:00","APEX LABORATORIES LIMITED","0","Visit","MPG (USP)","Went for order followup customer will conform next week","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-22 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","MIX XYLENE","Went for order followup customer will give next week","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-05-25 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Went for payemnt followup collected 2.5lacks","2015-06-03",""
"Chennai","CHANDRASEKARAN.A","2015-05-26 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","TOLUENE","Went for  order followup customer will send Enquiry us","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-26 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Went  for payemnt follouwp collected 20lacks","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-26 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","CYCLOHEXANE","Went for order foloiowup conformed Toluene 76++ and Hexane 88++","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-26 00:00:00","AALAM AEROSLOVE","0","Visit","ISO PROPYL ALCOHOL","Went fior new customer convert he need IPA with Methanol","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-26 00:00:00","TI ANODE FAB PVT LTD","0","Visit","ISO PROPYL ALCOHOL","Went for new customer followup customer will conform next month","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-26 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Went for PDC followup collected PDC","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-27 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Went for payemnt followup collected 0.5lacks","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-27 00:00:00","USP PACKAGING SOLUTIONS PRIVATE LIMITED","0","Visit","METHYL ETHYL KETONE","Went for order followup customer will send PO for MEK and Acetone","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-27 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regarding order followup conformed Toluene,EA&MIX","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-27 00:00:00","OMEGA MULTIZONE","0","Visit","EXXSOL D80","Went for new customer followup customer will confom next week","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-05-27 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","went for order followup conformed Cyclo hexanon 2brl","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-01 00:00:00","MUSASHI PAINT INDIA PRIVATE LIMITED","0","Visit","METHYL ISOBUTYL KETONE","Met mrs.Lavanya regarding order followup customer will call us","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-01 00:00:00","AMRUTANJAN PHARMAESSENSE PVT LTD","0","Visit","HEXANE","Met Mr.Manikandan regarding order followup customer will confoprm next week","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-01 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","ACETONE","Met Mr.Palanivel regarding order followup and VQ subimitted","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-01 00:00:00","INDUSTRIAL RUBBER PRODUCTS","0","Visit","TOLUENE","Met mr.Anand regarding new customer followup customer will conform next week","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-01 00:00:00","KWIK PATCH LIMITED","0","Visit","HEXANE","Met Mr.Shankar regarding payemnt followup collected 2.2lacks","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-01 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Met mrs saratha regarding PDC followup collected","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-02 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Met mr.Arun regarding payemnt followup customer will process","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-02 00:00:00","USP PACKAGING SOLUTIONS PRIVATE LIMITED","0","Visit","METHYL ETHYL KETONE","Met Mr.Viswanatahan regarding PDC followup collected","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-02 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Went for payemnt followup customer will conform","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-02 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","ACETONE","Met Mr.Jayaraman regarding order followup customer will conform","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-02 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Met Mrs.Logeswari went for payment followup collected 0.3lacks","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-02 00:00:00","SAI MIRRA INNOPHARM PVT. LTD","0","Visit","ISO PROPYL ALCOHOL","Met Mr.Pandian regardintg order followup customer need shild barrls","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-02 00:00:00","KANISSHKA FLORA CHEM INDIA","0","Visit","ISO PROPYL ALCOHOL","Met Mr.mahadran regarding order followup customer dont have requremnt now","2015-07-27",""
"Chennai","CHANDRASEKARAN.A","2015-06-03 00:00:00","USP PACKAGING SOLUTIONS PRIVATE LIMITED","0","Visit","METHYL ETHYL KETONE","Visit with mr.Senthil Met Mr.Visivanathan regarding order followup conformed him","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-03 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Visit with mr.Senthil  Met Mr.Senthil regarding order followup conformed AAcetone ,MIX,MEK,EA & Toluene","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-04 00:00:00","SOFTGEL HEALTH CARE PRIVATE LTD","0","Visit","HEXANE","went for re-entry customer followup customer was busy","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-04 00:00:00","LIFECELL INTERNATIONAL PRIVATE LIMITED","0","Visit","ISO PROPYL ALCOHOL","Met Mr.Dinesh regarding order followup customer will conform next week 3month contact","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-04 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","ACETONE","met mr.Sriram regarding order followup customer will send mail","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-04 00:00:00","BBL DAIDO PRIVATE LIMITED","0","Visit","HEXANE","Met Mr.Rameshkumar regarding order followup[ customer will conform next week","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-04 00:00:00","PRASAD ORGANICS P LTD","0","Visit","TOLUENE","Went for payemnt followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-04 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","METHYL ETHYL KETONE","Went for order followup","2015-08-06",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Met mr.Logeshwari reagdring payemnt followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met mr.Senthil regarding payemnt followup collected","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","DEG","Met Mr.Arun regarding payemnt followup customer will release next week","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Met mr.kalaiselvi regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","SUSAN INDUSTRIES","0","Visit","ACETIC ACID","Went for order followup get order .250kgs AA","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Met mr.Jaya prakash regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","GLITTER COATS","0","Visit","MIX XYLENE","Went for new customer followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Met mr.srikanth regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-08 00:00:00","USP PACKAGING SOLUTIONS PRIVATE LIMITED","0","Visit","ACETONE","met mr.Visvanathan regarding PDC followup collected","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-09 00:00:00","EAU CHEMICAL (MFG) PVT.LTD.","0","Visit","ACETIC ACID","","2015-08-14",""
"Chennai","CHANDRASEKARAN.A","2015-06-09 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","ACETONE","","2015-08-14",""
"Chennai","CHANDRASEKARAN.A","2015-06-09 00:00:00","KANISSHKA FLORA CHEM INDIA","0","Visit","MONO PROPYLENE GLYCOL","","2015-08-14",""
"Chennai","CHANDRASEKARAN.A","2015-06-09 00:00:00","NIPPON PHOTOGRAPHICS (P) LTD.,","0","Visit","ACETIC ACID","","2015-08-14",""
"Chennai","CHANDRASEKARAN.A","2015-06-09 00:00:00","SUKRA CHEMICAL","0","Visit","MONO PROPYLENE GLYCOL","","2015-08-14",""
"Chennai","CHANDRASEKARAN.A","2015-06-09 00:00:00","DS PACKS","0","Visit","N-BUTANOL","","2015-08-14",""
"Chennai","CHANDRASEKARAN.A","2015-06-10 00:00:00","KELVIN BIO ORGANICS PRIVATE LTD","0","Visit","ACRYLIC ACID","Went for order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-10 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","ACETONE","Met Mr.palanivel regarding order followup customer will call us","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-10 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Met Mr.Saratha regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-10 00:00:00","UNIVERSAL PRINT SYSTEMS LTD","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Went for order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-10 00:00:00","WINDIA SPECIALITY CHEMICALS (CHE)P.LTD,","0","Visit","HYDROGEN PEROXIDE","Went for re-entry customer followup customer was busy","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-10 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Met mr.Ameer reagrding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-10 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","ACETIC ACID","Met Mr.Anuratha regarding  order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-10 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DI ISOCYNATE (TDI)","Met Mr.krishanan regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","COLOUR DOT INDIA PVT LTD","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Went for new customer followup will give next week","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","LIFECELL INTERNATIONAL PRIVATE LIMITED","0","Visit","ISO PROPYL ALCOHOL","Met mr.Dinesh regarding oder followup customer getting IPA per 90litter offer given 110+VAt","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","CYCLOHEXANONE","Went for payemnt follwoup customer will release next week","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Went for apyemnt followup collected 20lacks","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","SOFTGEL HEALTH CARE PRIVATE LTD","0","Visit","ACETONE","Went for order followup customer will call us","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Went order followup collected COB","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","ACETIC ACID","Went for order followup and vhicle","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","WASSUP LAUNDRY","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Went for PDC followup collected","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-11 00:00:00","AALAM AEROSLOVE","0","Visit","ISO PROPYL ALCOHOL","Went for new customer followup will give next week","2015-06-08",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","INDO AMERICAN PESTICIDES FERTILIZERS","0","Visit","SOLVENT C9","Met mr.Baskar Rao regarding new customer followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","CARBORUNDUM UNIVERSAL LIMITED","0","Visit","DEG","Met Mr.Mohan regarding Order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","WESTERN INDIA PAINT & COLOUR CO (P) LTD","0","Visit","TOLUENE","Met Mr.ramesh regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","PROVENTUS LIFE SCIENCES PVT LTD","0","Visit","ACETONE","Met Mr.janaki reman regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","MUSASHI PAINT INDIA PRIVATE LIMITED","0","Visit","ETHYL ACETATE","Met Mrs.lavanya regarding payemnt followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","KWIK PATCH LIMITED","0","Visit","HEXANE","Met Mr.Shankar regarding payemnt followup collected 2.2lacks","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","UCAL FUEL SYSTEMS LTD","0","Visit","ISOPAR L","Met Mr.Mani regarding payemnt foloowup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","BASF CATALYSTS INDIA PRIVATE LIMITED","0","Visit","ACETIC ACID","Met Mrs.savithiri regarding curtsy Visit","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-12 00:00:00","INDUSTRAIL RUBBER PRODUCTS","0","Visit","TOLUENE","met mr.Anand regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-13 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Went for payemnt followup customer will conform on monday","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-13 00:00:00","TRINITY INK","0","Visit","ISOPAR L","Went for new customer convert customer need 30days credit inform him 30days PDC","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-13 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Went for payemnt followup customer will release next week","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-13 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","METHYL ETHYL KETONE","Went for order followup customer will give next month","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-13 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Went for payment folllowup customer will conform and customer will conform D40 next week","2015-06-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","A-BOND STRANDS PVT LTD","0","Visit","ACETONE","Went for payemnt followup customer conform next week","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","Went for PDC followup collected","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","ANABOND DARIEN PRIVATE LIMITED","0","Visit","LOW AROMATIC WHITE SPIRIT","Met Mr.vigneshwaran regarding order followup customer will sent mail","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","SYMRISE PRIVATE LIMITED","0","Visit","MONO PROPYLENE GLYCOL","Went SAT Declration submitted customer need MFG and EXP date","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Went order followup customer will conform","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regaring order followup conformed Acetone 77.5 ++ & EA69++","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","MONICHEM","0","Visit","VINYL ACETATE MONOMER","Went for order followup customer will conform next week","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","TOLUENE","Went for payemnt followup customer do RTGS tomorrpw","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-15 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Went for payemnt followup colletced 0.67lacks","2015-06-15",""
"Chennai","CHANDRASEKARAN.A","2015-06-16 00:00:00","ABIRAMI POLYMERS","0","Visit","N-BUTANOL","Visit with Mr.SaiPriyan Met mr.Sunddar regarding order followup and customer induced","2015-06-16",""
"Chennai","CHANDRASEKARAN.A","2015-06-16 00:00:00","ARLE CHEMIS","0","Visit","ACETONE","Visit with Mr.SaiPriyan regarding payemnt follopwup customer will clear next month firt week","2015-06-16",""
"Chennai","CHANDRASEKARAN.A","2015-06-16 00:00:00","APEX LABORATORIES LIMITED","0","Visit","MPG (USP)","Visit with Mr.SaiPriyan Met Mr.Sridhar regarding order followup customer need besrt price for PG USP","2015-06-16",""
"Chennai","CHANDRASEKARAN.A","2015-06-16 00:00:00","MANALI PETROCHEMICAL LTD","0","Visit","MEG","Visit with Mr.SaiPriyan Met mr.Sunddar regarding order followup and customer induced","2015-06-16",""
"Chennai","CHANDRASEKARAN.A","2015-06-16 00:00:00","ATC CHEMICALS INDIA PVT.LTD","0","Visit","PHENOL","Visit with Mr.SaiPriyan Met mr.Sunddar regarding order followup and customer induced","2015-06-16",""
"Chennai","CHANDRASEKARAN.A","2015-06-16 00:00:00","VENBIOTECH (P) LTD","0","Visit","ETHYL ACETATE","Visit with Mr.SaiPriyan Met Mr.Venugopal regarding order followup conformed IPA-100+VAT and collected PDC also","2015-06-16",""
"Chennai","CHANDRASEKARAN.A","2015-06-17 00:00:00","COLUR DOT MADRAS PRIVATE LIMIED","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Met Mr.Viswanathan regarding PDC followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-17 00:00:00","NIMI ENTERPRICESES","0","Visit","CYCLOHEXANONE","Went for new customer followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-17 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Went for new customer followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-17 00:00:00","USP PACKAGING SOLUTIONS PRIVATE LIMITED","0","Visit","ACETONE","","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-19 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Met Mr.Prabhakar regarding payemnt followup customer will release next week 2lacks","2015-06-19",""
"Chennai","CHANDRASEKARAN.A","2015-06-19 00:00:00","PRINTO PACK","0","Visit","N-BUTANOL","Went for order followup customer will dont wants to change suppliers","2015-06-19",""
"Chennai","CHANDRASEKARAN.A","2015-06-19 00:00:00","NIMI ENTERPRICES","0","Visit","CYCLOHEXANONE","Went for new customer followup customer will conform next week","2015-06-19",""
"Chennai","CHANDRASEKARAN.A","2015-06-19 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Met Mr.Ravi regarding payemnt followup customer will release next week","2015-06-19",""
"Chennai","CHANDRASEKARAN.A","2015-06-19 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Met Mr.Senthil regarding order followup customer will release on monday","2015-06-19",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","LAUNDRY PROJECT INDIA PVT LTD","0","Visit","PERCHLOROETHYLENE (DOWPER MC)","Visit With Mr.kumar met mr.Anand eregarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Visit With Mr.kumar Met Mr.Ravi regarding order followuop","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","USP PACKAGING SOLUTIONS PRIVATE LIMITED","0","Visit","ACETONE","Visit With Mr.kumar Met mr.Visiwanathan regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","STEDMAN PHARMACEUTICALS PVT. LTD.,","0","Visit","ISO PROPYL ALCOHOL","Visit With Mr.kumar Met Mr.Durairaj regar5ding Glycerene Sample submitted","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","SAI MIRRA INNOPHARM PVT. LTD","0","Visit","GLYCERINE","Visit With Mr.kumar Met Mr.Paindian regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Visit With Mr.kumar Met mr.Logeshwari regarding payemnt followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Visit With Mr.kumar Met Mr.Senthil regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Visit With Mr.kumar Met Mr.Srikanth regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","LOTTED INDIA PVT LTD","0","Visit","GLYCERINE","Visit With Mr.kumar Met Mr.laksminarayanan regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-22 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","Visit With Mr.kumar Met mrs.Jaya regarding order followup","2015-08-13",""
"Chennai","CHANDRASEKARAN.A","2015-06-23 00:00:00","MONICHEM","0","Visit","ETHYL ACETATE","Went for new customer followup customer need VAM","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-23 00:00:00","STANDARD COLOUR COMPANY P LTD","0","Visit","CYCLOHEXANONE","Went for PDC followup collected All PDC","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-23 00:00:00","PRASAD ORGANICS P LTD","0","Visit","TOLUENE","Went for order followup customer will send enquiry us","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-23 00:00:00","SYMRISE PRIVATE LIMITED","0","Visit","MPG (USP)","Met Mr.Sambat komar regarding payemnt followup collected 23lakhs","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-23 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DI ISOCYNATE (TDI)","Went for order followup customer will send mail us","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-23 00:00:00","BBL DAIDO PRIVATE LIMITED","0","Visit","ISOPAR M","went for order followup customer will conform next week","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-24 00:00:00","GLITTER COATS","0","Visit","MIX XYLENE","Went for new customer folowup[ custmer will calll us","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-24 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Met Mr.srikanth regarding orde4r followup customer has conformed IPA 5brls","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-24 00:00:00","CIJ JETINKS INDUSTRY","0","Visit","ACETONE","Met Mr.jayaraman regarding order followup customer will sent mail","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-24 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","MIX XYLENE","Met Mr.Narasimman regarding order followup customer wiill call us","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-24 00:00:00","ATLAS INSULATIONS","0","Visit","LOW AROMATIC WHITE SPIRIT","Met Mr.Jayaprkash regarding order followup customer will confom within 2days","2015-08-07",""
"Chennai","CHANDRASEKARAN.A","2015-06-24 00:00:00","ICA SPECIALITIES","0","Visit","METHYL ETHYL KETONE","Met Mrs.Jaya regarding order followup customer will conform","2015-08-07",""
